Name,Location,Address,PRICE RANGE,CUISINES,SPECIAL DIETS,Meals,FEATURES,Link,Southern-Italian,Japanese Fusion,Korean,Indonesian,Middle Eastern,Central-Italian,Diner,Steakhouse,Pizza,Southwestern,Wine Bar,Cajun & Creole,Bar,Latin,Seafood,Scottish,Mexican,Singaporean,Central European,Spanish,Deli,Cafe,Barbecue,Gastropub,Italian,Mongolian,Vietnamese,Thai,International,French,Contemporary,Polynesian,German,Afghani,Street Food,Lebanese,Australian,Cuban,Pub,Soups,Fusion,Moroccan,Caribbean,Dining bars,Sushi,Sri Lankan,Portuguese,Malaysian,Asian,British,Mediterranean,Turkish,Healthy,Indian,Irish,Pakistani,Arabic,Sicilian,Japanese,African,Fast Food,Beer restaurants,Fujian,Chinese,European,American,Grill,Dog Friendly,Gift Cards Available,Serves Alcohol,Digital Payments,Accepts Credit Cards,Buffet,Accepts Mastercard,BYOB,Live Music,Family style,Table Service,Takeout,Wheelchair Accessible,Wine and Beer,Full Bar,Accepts Discover,Cash Only,Free off-street parking,Valet Parking,Private Dining,Delivery,Accepts Visa,Television,Highchairs Available,Validated Parking,Reservations,Jazz Bar,Non-smoking restaurants,Free Wifi,Accepts American Express,Street Parking,Beach,Parking Available,Outdoor Seating,Waterfront,Seating,Halal,Vegetarian Friendly,Kosher,Nonveg,Vegan Options,Gluten Free Options,Drinks,Late Night,Lunch,Breakfast,Brunch,Dinner,Budget,Low,Medium,High,cluster
Cafe Beverly,"475/C, Sri Jayawardenapura Mawatha Rajagiriya, Colombo 10107 Sri Lanka","Sri Jayawardenapura Mawatha Rajagiriya, Colombo 10107","[' 1,385 ', '  4,946']","Indian, Cafe, Asian, Thai","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch","Takeout, Reservations, Seating, Parking Available, Television, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Table Service, Outdoor Seating, Highchairs Available",https://www.tripadvisor.com/Restaurant_Review-g293962-d7912390-Reviews-Cafe_Beverly-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,Low,1,0,0,3
Colombo Fort Cafe,"Old Dutch Hospital Complex, Echelon Square, Colombo Sri Lanka","Old Dutch Hospital Complex, Echelon Square, Colombo","[' 600 ', '  30 000']","Cafe, European, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch, Drinks","Outdoor Seating, Seating, Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Takeout, Reservations, Wheelchair Accessible, Accepts Credit Cards, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d3506257-Reviews-Colombo_Fort_Cafe-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,Medium,0,1,0,3
Arabian Knights,"377 Galle Road, Kollupitiya Colombo 3 (Opposite Amana Bank), Colombo 01000 Sri Lanka",Kollupitiya Colombo 3,"[' 1,978 ', '  2,967']","Middle Eastern, Lebanese","Vegetarian Friendly, Halal","Lunch, Dinner, Late Night","Highchairs Available, Delivery, Takeout, Reservations, Seating, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Table Service, Parking Available",https://www.tripadvisor.com/Restaurant_Review-g293962-d3671098-Reviews-Arabian_Knights-Colombo_Western_Province.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,Low,1,0,0,3
Bowl'd,"30 Sea View Avenue, Colombo 00300 Sri Lanka","Sea View Avenue, Colombo 00300","[' 1000 ', '  30 000']","Cafe, Asian, Contemporary, Fusion","Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch","Delivery, Takeout, Seating, Table Service, Reservations, Street Parking, Free off-street parking, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d15263775-Reviews-Bowl_d-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,Medium,0,1,0,3
Hotel De Pilawoos,"417 Galle Road Kollupitiya, Colombo 00300 Sri Lanka","Galle Road Kollupitiya, Colombo 00300","[' 500 ', '  20 000']","Fast Food, Asian, Sri Lankan","Vegetarian Friendly, Halal","Breakfast, Lunch, Dinner, Late Night","Reservations, Wheelchair Accessible, Takeout, Seating, Street Parking, Free off-street parking, Cash Only, Table Service, Buffet, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d1051312-Reviews-Hotel_De_Pilawoos-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,Medium,0,1,0,3
Milk and Honey Cafe,"44a Horton Place, Colombo Sri Lanka","Horton Place, Colombo","[' 1000 ', '  20 000']",Cafe,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Brunch, Breakfast, Lunch","Accepts Visa, Takeout, Outdoor Seating, Seating, Parking Available, Street Parking, Accepts American Express, Accepts Mastercard, Reservations, Wheelchair Accessible",https://www.tripadvisor.com/Restaurant_Review-g293962-d8126231-Reviews-Milk_and_Honey_Cafe-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,Medium,0,1,0,3
Café Français,"Park Street 48 Park Street, Colombo 00200 Sri Lanka","Park Street, Colombo 00200 ","[' 3,956 ', '  9,891']","French, Cafe, International, European, Gastropub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Drinks, Late Night","Outdoor Seating, Parking Available, Free off-street parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Seating, Street Parking, Wine and Beer, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d6852019-Reviews-Cafe_Francais-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,Medium,0,1,0,3
Tsing Tao,"Mini Stand, Race Course Promenade Reid Avenue, Cinnamon Gardens, Colombo 07., Colombo 00700 Sri Lanka","Mini Stand, Race Course Promenade Reid Avenue, Cinnamon Gardens, Colombo 07., Colombo 00700 ","[' 1,978 ', '  3,956']","Chinese, Asian",Vegetarian Friendly,"Dinner, Lunch, Late Night, Drinks","Full Bar, Takeout, Reservations, Parking Available, Street Parking, Free off-street parking, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Seating, Digital Payments, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d4224333-Reviews-Tsing_Tao-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,Low,1,0,0,3
Loft Lounge Bar,"32 Alfred House Ave Colombo Courtyard, Colombo Sri Lanka","Alfred House Ave Colombo Courtyard, Colombo ","[' 1,583 ', '  1,978']",Bar,"Vegetarian Friendly, Vegan Options, Gluten Free Options",Late Night,"Serves Alcohol, Full Bar, Reservations, Seating, Parking Available, Valet Parking, Television, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Wheelchair Accessible, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d3780510-Reviews-Loft_Lounge_Bar-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,Low,1,0,0,3
The VoV (VoV7),"07 30/81a, Longdon Place, Colombo Malalasekara Mawatha,, Colombo 00700 Sri Lanka","Longdon Place, Colombo Malalasekara Mawatha,, Colombo 00700","[' 593 ', '  1,780']","Italian, American, Cafe, Asian, Diner, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner, Drinks","Seating, Delivery, Takeout, Outdoor Seating, Private Dining, Street Parking, Free off-street parking, Free Wifi, Accepts Credit Cards, Family style",https://www.tripadvisor.com/Restaurant_Review-g293962-d13614086-Reviews-The_VoV_VoV7-Colombo_Western_Province.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,Low,1,0,0,3
Stella Karaoke Lounge and Bar,"2 Sir Chittampalam A Gardiner MW, Colombo 00200 Sri Lanka","Sir Chittampalam A Gardiner MW, Colombo 00200","[' 989 ', '  2,967']","Bar, Pub",Nonveg,"Drinks, Dinner","Reservations, Parking Available, Valet Parking, Free off-street parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Accepts Discover, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d10451585-Reviews-Stella_Karaoke_Lounge_and_Bar-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,Low,1,0,0,3
Michaelangelo Pizza,"530 Nawala Road Rajagiriya, Colombo 01100 Sri Lanka","Nawala Road Rajagiriya, Colombo 01100 ","[' 396 ', '  989']","Pizza, Italian",Vegetarian Friendly,"Dinner, Drinks","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d7355231-Reviews-Michaelangelo_Pizza-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,3
Havelock Place Bungalow,"No. 6-8 Havelock Place, Colombo Sri Lanka","Havelock Place, Colombo","[' 1000 ', '  20 000']","Sri Lankan, Asian, Fusion","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner","Takeout, Reservations, Seating, Parking Available, Television, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Full Bar, Accepts Credit Cards, Table Service, Free off-street parking, Wine and Beer, BYOB",https://www.tripadvisor.com/Restaurant_Review-g293962-d6501016-Reviews-Havelock_Place_Bungalow-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,Medium,0,1,0,3
Playtrix Sports Bar and Cafe,"137 Sir James Pieris Mawatha Colombo City Centre Mall, Colombo 00200 Sri Lanka","Sir James Pieris Mawatha Colombo City Centre Mall, Colombo 00200 ","[' 500 ', '  1,400']","American, Gastropub, Sri Lankan",Vegetarian Friendly,"Lunch, Dinner, Late Night, Drinks","Serves Alcohol, Full Bar, Reservations, Seating, Parking Available, Valet Parking, Television, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Wheelchair Accessible, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d7931108-Reviews-Playtrix_Sports_Bar_and_Cafe-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,Low,1,0,0,3
Tea Breeze,"GS4, Grand Stand Colombo Racecourse,  Reid Avanue, Colombo 00700 Sri Lanka","Grand Stand Colombo Racecourse,  Reid Avanue, Colombo 00700 ","[' 400 ', '  3,000']",Cafe,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night, Drinks","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d5496229-Reviews-Tea_Breeze-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,Low,1,0,0,3
Peach Valley,"Flower Rd, Colombo Sri Lanka","Flower Rd, Colombo ","[' 9,891 ', '  19,782']","Chinese, Asian","Vegetarian Friendly, Vegan Options","Brunch, Breakfast, Lunch","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d817423-Reviews-Peach_Valley-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,Medium,0,1,0,3
London House of Coffee,"2B R.G. Senanayake Mawatha, Colombo Sri Lanka","R.G. Senanayake Mawatha, Colombo","[' 300 ', '  1,500']",Cafe,"Vegetarian Friendly, Vegan Options","Brunch, Breakfast, Lunch","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d9728670-Reviews-London_House_of_Coffee-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,Low,1,0,0,3
The Manchester,"100/10 Independance Avenue Sri Lanka Foundation Road, Colombo 7 Sri Lanka","Independance Avenue Sri Lanka Foundation Road, Colombo 7 ","[' 722 ', '  3,612']","Bar, Pub, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night, Drinks","Serves Alcohol, Full Bar, Reservations, Seating, Parking Available, Valet Parking, Television, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Wheelchair Accessible, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d3954410-Reviews-The_Manchester-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,Low,1,0,0,3
Paan Paan Cafe,"6B Alfred House Road, Colombo 00300 Sri Lanka","Alfred House Road, Colombo 00300 ","[' 1000 ', '  20 000']",Deli,"Vegetarian Friendly, Vegan Options","Brunch, Breakfast, Lunch","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d4325357-Reviews-Paan_Paan_Cafe-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,Medium,0,1,0,3
Pebbles,"25 Galle Face Centre Road Colombo 3, Colombo Sri Lanka","Galle Face Centre Road Colombo 3, Colombo","[' 989 ', '  2,967']","Cafe, Fast Food, Pub",Vegetarian Friendly,"Breakfast, Brunch","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d8474639-Reviews-Pebbles-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,Low,1,0,0,3
Okra Kitchen by Ravi & Sepali,"137 Sir James Pieris Mawatha Colombo City Center, Colombo 00200 Sri Lanka","Sir James Pieris Mawatha Colombo City Center, Colombo 00200","[' 400 ', '  3,000']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Breakfast, Lunch","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d15682660-Reviews-Okra_Kitchen_by_Ravi_Sepali-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,Low,1,0,0,3
Mintage Restaurant and Pub,"154 Kynsey Road, Colombo 70000 Sri Lanka","Kynsey Road, Colombo 70000","[' 1000 ', '  40 000']","Chinese, Bar, Asian, Pub",Vegetarian Friendly,"Lunch, Dinner, Late Night, Drinks","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d6116875-Reviews-Mintage_Restaurant_and_Pub-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,Medium,0,1,0,3
Light House Galley,"Chaithya Road, Colombo 00100 Sri Lanka","Chaithya Road, Colombo 00100 ","[' 500 ', '  40 000']","Chinese, Sri Lankan",Vegan Options,"Dinner, Lunch, Late Night","Delivery, Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d3350956-Reviews-Light_House_Galley-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,Medium,0,1,0,3
TGI Friday's,"Canal Row Colombo Fort Echelon Square, Colombo 00100 Sri Lanka","Canal Row Colombo Fort Echelon Square, Colombo 00100","[' 1000 ', '  40 000']","American, Steakhouse, Bar",Vegetarian Friendly,"Lunch, Dinner, Late Night","Seating, Free off-street parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d5213706-Reviews-TGI_Friday_s-Colombo_Western_Province.html,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,Medium,0,1,0,3
Yarl Hotel,"46/1 Station Road, Wellawatte Colombo 6, Colombo Sri Lanka","Station Road, Wellawatte Colombo 6, Colombo","[' 1000 ', '  20 000']","Asian, Sri Lankan, Indian, Seafood",Vegetarian Friendly,"Lunch, Dinner","Serves Alcohol, Full Bar, Reservations, Seating, Parking Available, Valet Parking, Television, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Wheelchair Accessible, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d7062025-Reviews-Yarl_Hotel-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Medium,0,1,0,3
